App;Title;Begin;End;Activity;Case
Google Chrome;Conferences - Association for Information Systems (AIS) - Google Chrome;20-3-2023 15:36;20-3-2023 15:37;Organizing national and international travelling;ECIS conference 2023
Google Chrome;Association for Information Systems (AIS) Community - Google Chrome;20-3-2023 15:37;20-3-2023 15:37;Organizing national and international travelling;ECIS conference 2023
Google Chrome;3300 nok to eur - Google Zoeken - Google Chrome;20-3-2023 15:37;20-3-2023 15:37;Organizing national and international travelling;ECIS conference 2023
Google Chrome;The 31st European Conference on Information Systems (ECIS) - Google Chrome;20-3-2023 15:37;20-3-2023 15:39;Organizing national and international travelling;ECIS conference 2023
Google Chrome;New Tab - Google Chrome;20-3-2023 15:39;20-3-2023 15:39;Organizing national and international travelling;ECIS conference 2023
Google Chrome;PCS - Google Chrome;20-3-2023 15:39;20-3-2023 15:39;Organizing national and international travelling;ECIS conference 2023
Google Chrome;"#1953 ""Getting Your RPA Priorities Straight with Process ..."" - Google Chrome";20-3-2023 15:39;20-3-2023 15:39;Organizing national and international travelling;ECIS conference 2023
Google Chrome;3300 nok to eur - Google Zoeken - Google Chrome;20-3-2023 15:39;20-3-2023 15:39;Organizing national and international travelling;ECIS conference 2023
Google Chrome;"#1953 ""Getting Your RPA Priorities Straight with Process ..."" - Google Chrome";20-3-2023 15:39;20-3-2023 15:39;Organizing national and international travelling;ECIS conference 2023
Google Chrome;The 31st European Conference on Information Systems (ECIS) - Google Chrome;20-3-2023 15:39;20-3-2023 15:40;Organizing national and international travelling;ECIS conference 2023
Google Chrome;Nets – Select payment method - Google Chrome;20-3-2023 15:40;20-3-2023 15:40;Organizing national and international travelling;ECIS conference 2023
Google Chrome;Nets - Accept payment - Google Chrome;20-3-2023 15:40;20-3-2023 15:41;Organizing national and international travelling;ECIS conference 2023
Google Chrome;SafeKey - Google Chrome;20-3-2023 15:41;20-3-2023 15:41;Organizing national and international travelling;ECIS conference 2023
Google Chrome;https://safekey-2.americanexpress.com/otc - Google Chrome;20-3-2023 15:41;20-3-2023 15:41;Organizing national and international travelling;ECIS conference 2023
NATIVE;NO_TITLE;20-3-2023 15:41;20-3-2023 15:41;Organizing national and international travelling;ECIS conference 2023
Microsoft Teams;***colleague5*** | Microsoft Teams;20-3-2023 15:41;20-3-2023 15:41;Organizing national and international travelling;ECIS conference 2023
Google Chrome;The 31st European Conference on Information Systems (ECIS) - Google Chrome;20-3-2023 15:41;20-3-2023 15:42;Organizing national and international travelling;ECIS conference 2023
Google Chrome;Save As;20-3-2023 15:42;20-3-2023 15:42;Organizing national and international travelling;ECIS conference 2023
Google Chrome;The 31st European Conference on Information Systems (ECIS) - Google Chrome;20-3-2023 15:42;20-3-2023 15:42;Organizing national and international travelling;ECIS conference 2023
Google Chrome;3300 nok to eur - Google Zoeken - Google Chrome;20-3-2023 15:42;20-3-2023 15:42;Organizing national and international travelling;ECIS conference 2023
Google Chrome;"#1953 ""Getting Your RPA Priorities Straight with Process ..."" - Google Chrome";20-3-2023 15:42;20-3-2023 15:42;Organizing national and international travelling;ECIS conference 2023
Google Chrome;The 31st European Conference on Information Systems (ECIS) - Google Chrome;20-3-2023 15:42;20-3-2023 15:42;Organizing national and international travelling;ECIS conference 2023
Google Chrome;New Tab - Google Chrome;20-3-2023 15:42;20-3-2023 15:42;Organizing national and international travelling;ECIS conference 2023
Microsoft Outlook;Postvak IN - i.m.beerepoot@uu.nl - Outlook;20-3-2023 15:42;20-3-2023 15:43;Organizing national and international travelling;ECIS conference 2023
Microsoft Outlook;Agenda - i.m.beerepoot@uu.nl - Outlook;20-3-2023 15:43;20-3-2023 15:43;Organizing national and international travelling;ECIS conference 2023
Microsoft Outlook;Untitled - Appointment  ;20-3-2023 15:43;20-3-2023 15:43;Organizing national and international travelling;ECIS conference 2023
Microsoft Outlook;Agenda - i.m.beerepoot@uu.nl - Outlook;20-3-2023 15:43;20-3-2023 15:43;Organizing national and international travelling;ECIS conference 2023
Microsoft Outlook;Postvak IN - i.m.beerepoot@uu.nl - Outlook;20-3-2023 15:43;20-3-2023 15:43;Organizing national and international travelling;ECIS conference 2023
Microsoft Outlook;Registration confirmation - Message (HTML) ;20-3-2023 15:43;20-3-2023 15:43;Organizing national and international travelling;ECIS conference 2023
Windows Explorer;ECIS workshop;20-3-2023 15:43;20-3-2023 15:43;Organizing national and international travelling;ECIS conference 2023
Windows Explorer;Postdoc;20-3-2023 15:43;20-3-2023 15:43;Organizing national and international travelling;ECIS conference 2023
Windows Explorer;HR en administratie;20-3-2023 15:43;20-3-2023 15:43;Organizing national and international travelling;ECIS conference 2023
Windows Explorer;Declaraties;20-3-2023 15:43;20-3-2023 15:44;Organizing national and international travelling;ECIS conference 2023
Microsoft Outlook;Registration confirmation - Message (HTML) ;20-3-2023 15:44;20-3-2023 15:44;Organizing national and international travelling;ECIS conference 2023
Windows Explorer;ECIS 2023;20-3-2023 15:44;20-3-2023 15:44;Organizing national and international travelling;ECIS conference 2023
Microsoft Outlook;Postvak IN - i.m.beerepoot@uu.nl - Outlook;20-3-2023 15:44;20-3-2023 15:46;Organizing national and international travelling;ECIS conference 2023
Microsoft Outlook;Agenda - i.m.beerepoot@uu.nl - Outlook;20-3-2023 15:46;20-3-2023 15:46;Organizing national and international travelling;ECIS conference 2023
Notepad;*Untitled - Notepad;20-3-2023 15:46;20-3-2023 15:46;Organizing national and international travelling;ECIS conference 2023
Microsoft Outlook;Postvak IN - i.m.beerepoot@uu.nl - Outlook;20-3-2023 15:46;20-3-2023 15:46;Organizing national and international travelling;ECIS conference 2023
Google Chrome;New Tab - Google Chrome;20-3-2023 15:46;20-3-2023 15:46;Organizing national and international travelling;ECIS conference 2023
Google Chrome;The 31st European Conference on Information Systems (ECIS) - Google Chrome;20-3-2023 15:46;20-3-2023 15:46;Organizing national and international travelling;ECIS conference 2023
Google Chrome;ECIS 2023 | Registration - Google Chrome;20-3-2023 15:46;20-3-2023 15:46;Organizing national and international travelling;ECIS conference 2023
Google Chrome;New Tab - Google Chrome;20-3-2023 15:48;20-3-2023 15:49;Communicating to students about the teaching material and assessment;BPM course
Google Chrome;https://uu.blackboard.com/auth-saml/saml/login?apId=_168_1&redirectUrl=https%3A%2F%2Fuu.blackboard.com%2Fwebapps%2Fportal%2Fexecute%2FdefaultTab - Google Chrome;20-3-2023 15:49;20-3-2023 15:49;Communicating to students about the teaching material and assessment;BPM course
Google Chrome;Utrecht University - Sign in - Google Chrome;20-3-2023 15:49;20-3-2023 15:49;Communicating to students about the teaching material and assessment;BPM course
Google Chrome;My Blackboard – Blackboard Learn - Google Chrome;20-3-2023 15:49;20-3-2023 15:49;Communicating to students about the teaching material and assessment;BPM course
Google Chrome;Announcements – 2022-2023 3-GS Business process ... - Google Chrome;20-3-2023 15:49;20-3-2023 15:49;Communicating to students about the teaching material and assessment;BPM course
Google Chrome;Edit Blank Page – 2022-2023 3-GS Business process ... - Google Chrome;20-3-2023 15:49;20-3-2023 15:49;Communicating to students about the teaching material and assessment;BPM course
Google Chrome;Week-by-week – 2022-2023 3-GS Business process ... - Google Chrome;20-3-2023 15:49;20-3-2023 15:49;Communicating to students about the teaching material and assessment;BPM course
ScreenClippingHost.exe;Screen Snipping;20-3-2023 15:49;20-3-2023 15:49;Communicating to students about the teaching material and assessment;BPM course
Microsoft Teams;***colleague2*** | Microsoft Teams;20-3-2023 15:49;20-3-2023 15:51;Communicating to students about the teaching material and assessment;BPM course
Google Chrome;Week-by-week – 2022-2023 3-GS Business process ... - Google Chrome;20-3-2023 15:51;20-3-2023 15:51;Communicating to students about the teaching material and assessment;BPM course
Windows Explorer;OneDrive - Universiteit Utrecht;20-3-2023 15:52;20-3-2023 15:52;Communicating to students about the teaching material and assessment;BPM course
Windows Explorer;BPM Course 2022 - 2023;20-3-2023 15:52;20-3-2023 15:52;Communicating to students about the teaching material and assessment;BPM course
Windows Explorer;Lectures;20-3-2023 15:52;20-3-2023 15:52;Communicating to students about the teaching material and assessment;BPM course
Google Chrome;Week-by-week – 2022-2023 3-GS Business process ... - Google Chrome;20-3-2023 15:53;20-3-2023 15:53;Communicating to students about the teaching material and assessment;BPM course
Google Chrome;Solutions to exercises – 2022-2023 3-GS Business process... - Google Chrome;20-3-2023 15:53;20-3-2023 15:54;Communicating to students about the teaching material and assessment;BPM course
Google Chrome;Chapter 9 - Solutions.pdf - Google Chrome;20-3-2023 15:54;20-3-2023 15:54;Communicating to students about the teaching material and assessment;BPM course
Google Chrome;Solutions to exercises – 2022-2023 3-GS Business process... - Google Chrome;20-3-2023 15:54;20-3-2023 15:54;Communicating to students about the teaching material and assessment;BPM course
Google Chrome;Edit Blank Page – 2022-2023 3-GS Business process ... - Google Chrome;20-3-2023 15:54;20-3-2023 15:54;Communicating to students about the teaching material and assessment;BPM course
Google Chrome;Additional material – 2022-2023 3-GS Business process ... - Google Chrome;20-3-2023 15:54;20-3-2023 15:54;Communicating to students about the teaching material and assessment;BPM course
Google Chrome;Solutions to exercises – 2022-2023 3-GS Business process... - Google Chrome;20-3-2023 15:54;20-3-2023 15:54;Communicating to students about the teaching material and assessment;BPM course
Google Chrome;Additional material – 2022-2023 3-GS Business process ... - Google Chrome;20-3-2023 15:57;20-3-2023 15:57;Communicating to students about the teaching material and assessment;BPM course
Google Chrome;Additional material – 2022-2023 3-GS Business process ... - Google Chrome;20-3-2023 16:01;20-3-2023 16:01;Communicating to students about the teaching material and assessment;BPM course
Google Chrome;New Tab - Google Chrome;20-3-2023 16:02;20-3-2023 16:02;Adapting the publication following responses from reviewers and fellow researchers;RCIS paper on recording techniques
Google Chrome;***name63*** - Google Zoeken - Google Chrome;20-3-2023 16:02;20-3-2023 16:02;Adapting the publication following responses from reviewers and fellow researchers;RCIS paper on recording techniques
Google Chrome;(7) ***name63*** | LinkedIn - Google Chrome;20-3-2023 16:02;20-3-2023 16:03;Adapting the publication following responses from reviewers and fellow researchers;RCIS paper on recording techniques
Google Chrome;***name63*** - Google Zoeken - Google Chrome;20-3-2023 16:03;20-3-2023 16:04;Adapting the publication following responses from reviewers and fellow researchers;RCIS paper on recording techniques
Google Chrome;Additional material – 2022-2023 3-GS Business process ... - Google Chrome;20-3-2023 16:04;20-3-2023 16:04;Communicating to students about the teaching material and assessment;BPM course
Google Chrome;Solutions to exercises – 2022-2023 3-GS Business process... - Google Chrome;20-3-2023 16:04;20-3-2023 16:04;Communicating to students about the teaching material and assessment;BPM course
Google Chrome;Edit Item – 2022-2023 3-GS Business process management (... - Google Chrome;20-3-2023 16:04;20-3-2023 16:04;Communicating to students about the teaching material and assessment;BPM course
Google Chrome;Solutions to exercises – 2022-2023 3-GS Business process... - Google Chrome;20-3-2023 16:04;20-3-2023 16:04;Communicating to students about the teaching material and assessment;BPM course
Google Chrome;Group assignment – 2022-2023 3-GS Business process ... - Google Chrome;20-3-2023 16:04;20-3-2023 16:04;Communicating to students about the teaching material and assessment;BPM course
Google Chrome;Edit Assignment: Group assignment – 2022-2023 3-GS ... - Google Chrome;20-3-2023 16:04;20-3-2023 16:05;Communicating to students about the teaching material and assessment;BPM course
Google Chrome;Self and Peer Assessment – 2022-2023 3-GS Business ... - Google Chrome;20-3-2023 16:05;20-3-2023 16:05;Communicating to students about the teaching material and assessment;BPM course
Google Chrome;Tests, Surveys, and Pools – 2022-2023 3-GS Business ... - Google Chrome;20-3-2023 16:05;20-3-2023 16:05;Communicating to students about the teaching material and assessment;BPM course
Google Chrome;Properties – 2022-2023 3-GS Business process management ... - Google Chrome;20-3-2023 16:05;20-3-2023 16:05;Communicating to students about the teaching material and assessment;BPM course
Google Chrome;blackboard upload size - Google Zoeken - Google Chrome;20-3-2023 16:05;20-3-2023 16:06;Communicating to students about the teaching material and assessment;BPM course
Google Chrome;File size upload limit - Google Chrome;20-3-2023 16:06;20-3-2023 16:06;Communicating to students about the teaching material and assessment;BPM course
Google Chrome;Properties – 2022-2023 3-GS Business process management ... - Google Chrome;20-3-2023 16:06;20-3-2023 16:06;Communicating to students about the teaching material and assessment;BPM course
Google Chrome;Search Content – 2022-2023 3-GS Business process ... - Google Chrome;20-3-2023 16:06;20-3-2023 16:07;Communicating to students about the teaching material and assessment;BPM course
Google Chrome;Chapter 9 - Solutions.pdf - Google Chrome;20-3-2023 16:07;20-3-2023 16:07;Communicating to students about the teaching material and assessment;BPM course
Google Chrome;File size upload limit - Google Chrome;20-3-2023 16:07;20-3-2023 16:07;Communicating to students about the teaching material and assessment;BPM course
Google Chrome;What is the file upload size for my Blackboard course? - Find Help (FAQs) - UMBC - Google Chrome;20-3-2023 16:07;20-3-2023 16:08;Communicating to students about the teaching material and assessment;BPM course
Google Chrome;blackboard upload size - Google Zoeken - Google Chrome;20-3-2023 16:08;20-3-2023 16:08;Communicating to students about the teaching material and assessment;BPM course
Google Chrome;Search Content – 2022-2023 3-GS Business process ... - Google Chrome;20-3-2023 16:08;20-3-2023 16:08;Communicating to students about the teaching material and assessment;BPM course
Google Chrome;Guest and Observer Access – 2022-2023 3-GS Business ... - Google Chrome;20-3-2023 16:08;20-3-2023 16:09;Communicating to students about the teaching material and assessment;BPM course
Google Chrome;Properties – 2022-2023 3-GS Business process management ... - Google Chrome;20-3-2023 16:09;20-3-2023 16:09;Communicating to students about the teaching material and assessment;BPM course
Google Chrome;Tool Availability – 2022-2023 3-GS Business process ... - Google Chrome;20-3-2023 16:09;20-3-2023 16:09;Communicating to students about the teaching material and assessment;BPM course
Google Chrome;File size upload limit - Google Chrome;20-3-2023 16:09;20-3-2023 16:10;Communicating to students about the teaching material and assessment;BPM course
Google Chrome;File size upload limit - Google Chrome;20-3-2023 16:10;20-3-2023 16:10;Communicating to students about the teaching material and assessment;BPM course
Google Chrome;File size upload limit - Google Chrome;20-3-2023 16:13;20-3-2023 16:14;Communicating to students about the teaching material and assessment;BPM course
Google Chrome;Tool Availability – 2022-2023 3-GS Business process ... - Google Chrome;20-3-2023 16:14;20-3-2023 16:14;Communicating to students about the teaching material and assessment;BPM course
Google Chrome;Group assignment – 2022-2023 3-GS Business process ... - Google Chrome;20-3-2023 16:14;20-3-2023 16:14;Communicating to students about the teaching material and assessment;BPM course
Google Chrome;Edit Assignment: Group assignment – 2022-2023 3-GS ... - Google Chrome;20-3-2023 16:14;20-3-2023 16:15;Communicating to students about the teaching material and assessment;BPM course
Google Chrome;Group assignment – 2022-2023 3-GS Business process ... - Google Chrome;20-3-2023 16:15;20-3-2023 16:15;Communicating to students about the teaching material and assessment;BPM course
Google Chrome;Edit Assignment: Group assignment – 2022-2023 3-GS ... - Google Chrome;20-3-2023 16:15;20-3-2023 16:16;Communicating to students about the teaching material and assessment;BPM course
Google Chrome;blackboard upload size - Google Zoeken - Google Chrome;20-3-2023 16:16;20-3-2023 16:16;Communicating to students about the teaching material and assessment;BPM course
Google Chrome;File size upload limit - Google Chrome;20-3-2023 16:16;20-3-2023 16:16;Communicating to students about the teaching material and assessment;BPM course
Google Chrome;RCIS 2023 17th International Conference on Research Challenges in Information Science - Google Chrome;20-3-2023 16:16;20-3-2023 16:17;Adapting the publication following responses from reviewers and fellow researchers;RCIS paper on recording techniques
Microsoft Outlook;FW: RCIS 2023 notification for paper 106 - Message (HTML) ;20-3-2023 16:19;20-3-2023 16:20;Adapting the publication following responses from reviewers and fellow researchers;RCIS paper on recording techniques
Microsoft Outlook;Verzonden items - i.m.beerepoot@uu.nl - Outlook;20-3-2023 16:20;20-3-2023 16:21;Adapting the publication following responses from reviewers and fellow researchers;RCIS paper on recording techniques
Microsoft Outlook;FW: RCIS 2023 notification for paper 106 - Message (HTML) ;20-3-2023 16:21;20-3-2023 16:21;Adapting the publication following responses from reviewers and fellow researchers;RCIS paper on recording techniques
NATIVE;NO_TITLE;20-3-2023 16:21;20-3-2023 16:21;Adapting the publication following responses from reviewers and fellow researchers;RCIS paper on recording techniques
Google Chrome;RCIS 2023 17th International Conference on Research Challenges in Information Science - Google Chrome;20-3-2023 16:21;20-3-2023 16:21;Adapting the publication following responses from reviewers and fellow researchers;RCIS paper on recording techniques
Microsoft Outlook;FW: RCIS 2023 notification for paper 106 - Message (HTML) ;20-3-2023 16:21;20-3-2023 16:23;Adapting the publication following responses from reviewers and fellow researchers;RCIS paper on recording techniques
Google Chrome;New Tab - Google Chrome;20-3-2023 16:23;20-3-2023 16:23;Adapting the publication following responses from reviewers and fellow researchers;RCIS paper on recording techniques
Google Chrome;RCIS 2023 17th International Conference on Research Challenges in Information Science - Google Chrome;20-3-2023 16:23;20-3-2023 16:23;Adapting the publication following responses from reviewers and fellow researchers;RCIS paper on recording techniques
Microsoft Outlook;FW: RCIS 2023 notification for paper 106 - Message (HTML) ;20-3-2023 16:23;20-3-2023 16:30;Adapting the publication following responses from reviewers and fellow researchers;RCIS paper on recording techniques
Google Chrome;RCIS 2023 17th International Conference on Research Challenges in Information Science - Google Chrome;20-3-2023 16:30;20-3-2023 16:31;Adapting the publication following responses from reviewers and fellow researchers;RCIS paper on recording techniques
Google Chrome;RCIS 2023 17th International Conference on Research Challenges in Information Science - Google Chrome;20-3-2023 16:43;20-3-2023 16:43;Adapting the publication following responses from reviewers and fellow researchers;RCIS paper on recording techniques
Windows Explorer;20230316 Doing a PhD;21-3-2023 08:53;21-3-2023 08:53;Preparing and providing teaching sessions for students, providing prospective students with information;BPM course
Microsoft PowerPoint;Opening - ;21-3-2023 08:53;21-3-2023 08:53;Preparing and providing teaching sessions for students, providing prospective students with information;BPM course
Cisco AnyConnect User Interface;Cisco AnyConnect Secure Mobility Client;21-3-2023 08:53;21-3-2023 08:54;Preparing and providing teaching sessions for students, providing prospective students with information;BPM course
Microsoft PowerPoint;Doing a PhD - PowerPoint;21-3-2023 08:54;21-3-2023 08:54;Preparing and providing teaching sessions for students, providing prospective students with information;BPM course
Microsoft PowerPoint;NO_TITLE;21-3-2023 08:54;21-3-2023 08:54;Preparing and providing teaching sessions for students, providing prospective students with information;BPM course
Microsoft PowerPoint;Doing a PhD - PowerPoint;21-3-2023 08:54;21-3-2023 08:54;Preparing and providing teaching sessions for students, providing prospective students with information;BPM course
Microsoft PowerPoint;Insert Picture;21-3-2023 08:54;21-3-2023 08:54;Preparing and providing teaching sessions for students, providing prospective students with information;BPM course
Microsoft PowerPoint;Doing a PhD - PowerPoint;21-3-2023 08:54;21-3-2023 08:54;Preparing and providing teaching sessions for students, providing prospective students with information;BPM course
Google Chrome;about:blank - Google Chrome;21-3-2023 08:54;21-3-2023 08:54;Preparing and providing teaching sessions for students, providing prospective students with information;BPM course
Google Chrome;Gratis stockfoto's - Google Chrome;21-3-2023 08:54;21-3-2023 08:55;Preparing and providing teaching sessions for students, providing prospective students with information;BPM course
Google Chrome;20.000+ beste Phd foto's · 100% gratis downloaden · Pexels-stockfoto's - Google Chrome;21-3-2023 08:55;21-3-2023 08:55;Preparing and providing teaching sessions for students, providing prospective students with information;BPM course
Google Chrome;Beautiful Free Images & Pictures | Unsplash - Google Chrome;21-3-2023 08:55;21-3-2023 08:55;Preparing and providing teaching sessions for students, providing prospective students with information;BPM course
Google Chrome;Phd Pictures | Download Free Images on Unsplash - Google Chrome;21-3-2023 08:55;21-3-2023 08:55;Preparing and providing teaching sessions for students, providing prospective students with information;BPM course
Windows Explorer;20230316 Doing a PhD;21-3-2023 08:55;21-3-2023 08:55;Preparing and providing teaching sessions for students, providing prospective students with information;BPM course
Windows Explorer;Postdoc;21-3-2023 08:55;21-3-2023 08:55;Preparing and providing teaching sessions for students, providing prospective students with information;BPM course
Windows Explorer;Proefschrift;21-3-2023 08:55;21-3-2023 08:55;Preparing and providing teaching sessions for students, providing prospective students with information;BPM course
Windows Explorer;Dropbox;21-3-2023 08:55;21-3-2023 08:55;Preparing and providing teaching sessions for students, providing prospective students with information;BPM course
Windows Explorer;Foto's van mij;21-3-2023 08:55;21-3-2023 08:55;Preparing and providing teaching sessions for students, providing prospective students with information;BPM course
Application Frame Host;Photos;21-3-2023 08:55;21-3-2023 08:56;Preparing and providing teaching sessions for students, providing prospective students with information;BPM course
Microsoft.Photos.exe;DSC_7385.jpg ‎- Photos;21-3-2023 08:56;21-3-2023 08:56;Preparing and providing teaching sessions for students, providing prospective students with information;BPM course
Windows Explorer;Foto's van mij;21-3-2023 08:56;21-3-2023 08:56;Preparing and providing teaching sessions for students, providing prospective students with information;BPM course
Windows Explorer;Promotie;21-3-2023 08:56;21-3-2023 08:56;Preparing and providing teaching sessions for students, providing prospective students with information;BPM course
Microsoft.Photos.exe;DSC_7253.jpg ‎- Photos;21-3-2023 08:56;21-3-2023 08:56;Preparing and providing teaching sessions for students, providing prospective students with information;BPM course
Microsoft.Photos.exe;DSC_7252.jpg ‎- Photos;21-3-2023 08:56;21-3-2023 08:56;Preparing and providing teaching sessions for students, providing prospective students with information;BPM course
Microsoft PowerPoint;Doing a PhD - PowerPoint;21-3-2023 08:56;21-3-2023 08:57;Preparing and providing teaching sessions for students, providing prospective students with information;BPM course
Google Chrome;about:blank - Google Chrome;21-3-2023 08:57;21-3-2023 08:57;Preparing and providing teaching sessions for students, providing prospective students with information;BPM course
Google Chrome;what is a phd - Google Zoeken - Google Chrome;21-3-2023 08:57;21-3-2023 08:57;Preparing and providing teaching sessions for students, providing prospective students with information;BPM course
Google Chrome;doing a phd - Google Zoeken - Google Chrome;21-3-2023 08:57;21-3-2023 08:58;Preparing and providing teaching sessions for students, providing prospective students with information;BPM course
Microsoft PowerPoint;Doing a PhD - PowerPoint;21-3-2023 08:58;21-3-2023 08:58;Preparing and providing teaching sessions for students, providing prospective students with information;BPM course
Google Chrome;What is a PhD? – Introducing the Doctorate | FindAPhD.com - Google Chrome;21-3-2023 08:58;21-3-2023 08:59;Preparing and providing teaching sessions for students, providing prospective students with information;BPM course
Microsoft PowerPoint;Doing a PhD - PowerPoint;21-3-2023 08:59;21-3-2023 09:00;Preparing and providing teaching sessions for students, providing prospective students with information;BPM course
Google Chrome;What is a PhD? – Introducing the Doctorate | FindAPhD.com - Google Chrome;21-3-2023 09:00;21-3-2023 09:01;Preparing and providing teaching sessions for students, providing prospective students with information;BPM course
Microsoft PowerPoint;Doing a PhD - PowerPoint;21-3-2023 09:01;21-3-2023 09:02;Preparing and providing teaching sessions for students, providing prospective students with information;BPM course
Google Chrome;Obtaining a PhD at the UvA - University of Amsterdam - Google Chrome;21-3-2023 09:02;21-3-2023 09:02;Preparing and providing teaching sessions for students, providing prospective students with information;BPM course
Google Chrome;Why doing a PhD is often a waste of time | by The Economist | The Economist - Google Chrome;21-3-2023 09:02;21-3-2023 09:02;Preparing and providing teaching sessions for students, providing prospective students with information;BPM course
Google Chrome;Blog PhD Talk - What is PhD life like in the Netherlands? - AcademicTransfer - Google Chrome;21-3-2023 09:02;21-3-2023 09:02;Preparing and providing teaching sessions for students, providing prospective students with information;BPM course
Microsoft PowerPoint;Doing a PhD - PowerPoint;21-3-2023 09:02;21-3-2023 09:04;Preparing and providing teaching sessions for students, providing prospective students with information;BPM course
Microsoft PowerPoint;Doing a PhD - PowerPoint;21-3-2023 09:05;21-3-2023 09:09;Preparing and providing teaching sessions for students, providing prospective students with information;BPM course
Google Chrome;Doing a PhD - Google Chrome;21-3-2023 09:09;21-3-2023 09:09;Preparing and providing teaching sessions for students, providing prospective students with information;BPM course
Microsoft PowerPoint;Doing a PhD - PowerPoint;21-3-2023 09:09;21-3-2023 09:09;Preparing and providing teaching sessions for students, providing prospective students with information;BPM course
Google Chrome;Doing a PhD - Google Chrome;21-3-2023 09:09;21-3-2023 09:10;Preparing and providing teaching sessions for students, providing prospective students with information;BPM course
Google Chrome;Blog PhD Talk - What is PhD life like in the Netherlands? - AcademicTransfer - Google Chrome;21-3-2023 09:10;21-3-2023 09:11;Preparing and providing teaching sessions for students, providing prospective students with information;BPM course
Google Chrome;Why doing a PhD is often a waste of time | by The Economist | The Economist - Google Chrome;21-3-2023 09:11;21-3-2023 09:11;Preparing and providing teaching sessions for students, providing prospective students with information;BPM course
Microsoft PowerPoint;Doing a PhD - PowerPoint;21-3-2023 09:11;21-3-2023 09:19;Preparing and providing teaching sessions for students, providing prospective students with information;BPM course
Google Chrome;Obtaining a PhD at the UvA - University of Amsterdam - Google Chrome;21-3-2023 09:19;21-3-2023 09:19;Preparing and providing teaching sessions for students, providing prospective students with information;BPM course
Microsoft Outlook;Opening - Outlook;21-3-2023 09:19;21-3-2023 09:19;Preparing and providing teaching sessions for students, providing prospective students with information;BPM course
Search application;Search;21-3-2023 09:19;21-3-2023 09:19;Preparing and providing teaching sessions for students, providing prospective students with information;BPM course
Windows Explorer;NO_TITLE;21-3-2023 09:19;21-3-2023 09:19;Preparing and providing teaching sessions for students, providing prospective students with information;BPM course
Microsoft Teams;Loading Microsoft Teams;21-3-2023 09:19;21-3-2023 09:19;Preparing and providing teaching sessions for students, providing prospective students with information;BPM course
Microsoft Outlook;Postvak IN - i.m.beerepoot@uu.nl - Outlook;21-3-2023 09:19;21-3-2023 09:20;Preparing and providing teaching sessions for students, providing prospective students with information;BPM course
Microsoft Outlook;Re: Idea for special session for students on doing a PhD - Message (HTML) ;21-3-2023 09:20;21-3-2023 09:20;Preparing and providing teaching sessions for students, providing prospective students with information;BPM course
Windows Explorer;File Explorer;21-3-2023 09:20;21-3-2023 09:20;Preparing and providing teaching sessions for students, providing prospective students with information;BPM course
Microsoft Outlook;RE: Idea for special session for students on doing a PhD - Message (HTML) ;21-3-2023 09:20;21-3-2023 09:20;Preparing and providing teaching sessions for students, providing prospective students with information;BPM course
Microsoft PowerPoint;Opening - PowerPoint;21-3-2023 09:20;21-3-2023 09:20;Preparing and providing teaching sessions for students, providing prospective students with information;BPM course
Microsoft PowerPoint;Doing a PhD - PowerPoint;21-3-2023 09:20;21-3-2023 09:21;Preparing and providing teaching sessions for students, providing prospective students with information;BPM course
Windows Shell Experience Host;Date and Time Information;21-3-2023 09:21;21-3-2023 09:21;Preparing and providing teaching sessions for students, providing prospective students with information;BPM course
Microsoft PowerPoint;Doing a PhD - PowerPoint;21-3-2023 09:21;21-3-2023 09:21;Preparing and providing teaching sessions for students, providing prospective students with information;BPM course
Microsoft PowerPoint;20230316 Doing a PhD - PowerPoint;21-3-2023 09:21;21-3-2023 09:21;Preparing and providing teaching sessions for students, providing prospective students with information;BPM course
Windows Explorer;NO_TITLE;21-3-2023 09:21;21-3-2023 09:21;Preparing and providing teaching sessions for students, providing prospective students with information;BPM course
Windows Explorer;File Explorer;21-3-2023 09:21;21-3-2023 09:22;Preparing and providing teaching sessions for students, providing prospective students with information;BPM course
Microsoft PowerPoint;Opening - ;21-3-2023 09:22;21-3-2023 09:22;Preparing and providing teaching sessions for students, providing prospective students with information;BPM course
Microsoft PowerPoint;20230316 Doing a PhD - PowerPoint;21-3-2023 09:22;21-3-2023 09:22;Preparing and providing teaching sessions for students, providing prospective students with information;BPM course
Windows Explorer;File Explorer;21-3-2023 09:22;21-3-2023 09:22;Preparing and providing teaching sessions for students, providing prospective students with information;BPM course
Windows Explorer;20230316 Doing a PhD;21-3-2023 09:22;21-3-2023 09:22;Preparing and providing teaching sessions for students, providing prospective students with information;BPM course
Microsoft PowerPoint;Opening - PowerPoint;21-3-2023 09:22;21-3-2023 09:22;Preparing and providing teaching sessions for students, providing prospective students with information;BPM course
Microsoft PowerPoint;20230316 Doing a PhD - PowerPoint;21-3-2023 09:22;21-3-2023 09:22;Preparing and providing teaching sessions for students, providing prospective students with information;BPM course
Microsoft PowerPoint;Publish as PDF or XPS;21-3-2023 09:22;21-3-2023 09:22;Preparing and providing teaching sessions for students, providing prospective students with information;BPM course
Microsoft PowerPoint;20230316 Doing a PhD - PowerPoint;21-3-2023 09:22;21-3-2023 09:22;Preparing and providing teaching sessions for students, providing prospective students with information;BPM course
